auktion_id,auktionstype,auktionsnavn,auktionsdato,saeson,dag_tema,event_id,event_navn,katalogomkostning,max_lots
L00301,live,Forårsauktion 2022 – Moderne Møbler/Moderne Kunst,2022-03-09,Forår,Moderne Møbler/Moderne Kunst,E20221,Forår 2022,80713,200
O00184,online,Onlineauktion uge 10 2022 – Smykker/Fashion/Ure,2022-03-09,,Smykker/Fashion/Ure,,,,
L00302,live,Forårsauktion 2022 – Smykker/Fashion/Ure,2022-03-10,Forår,Smykker/Fashion/Ure,E20221,Forår 2022,184925,200
O00185,online,Onlineauktion uge 11 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-03-14,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00186,online,Onlineauktion uge 11 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-03-15,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00187,online,Onlineauktion uge 11 2022 – Smykker/Fashion/Ure,2022-03-16,,Smykker/Fashion/Ure,,,,
O00188,online,Onlineauktion uge 12 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-03-21,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00189,online,Onlineauktion uge 12 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-03-22,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00190,online,Onlineauktion uge 12 2022 – Smykker/Fashion/Ure,2022-03-23,,Smykker/Fashion/Ure,,,,
O00191,online,Onlineauktion uge 13 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-03-28,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00192,online,Onlineauktion uge 13 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-03-29,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00193,online,Onlineauktion uge 13 2022 – Smykker/Fashion/Ure,2022-03-30,,Smykker/Fashion/Ure,,,,
O00194,online,Onlineauktion uge 14 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-04-04,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00195,online,Onlineauktion uge 14 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-04-05,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00196,online,Onlineauktion uge 14 2022 – Smykker/Fashion/Ure,2022-04-06,,Smykker/Fashion/Ure,,,,
O00197,online,Onlineauktion uge 15 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-04-11,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00198,online,Onlineauktion uge 15 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-04-12,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00199,online,Onlineauktion uge 15 2022 – Smykker/Fashion/Ure,2022-04-13,,Smykker/Fashion/Ure,,,,
O00200,online,Onlineauktion uge 16 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-04-18,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00201,online,Onlineauktion uge 16 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-04-19,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00202,online,Onlineauktion uge 16 2022 – Smykker/Fashion/Ure,2022-04-20,,Smykker/Fashion/Ure,,,,
O00203,online,Onlineauktion uge 17 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-04-25,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00204,online,Onlineauktion uge 17 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-04-26,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00205,online,Onlineauktion uge 17 2022 – Smykker/Fashion/Ure,2022-04-27,,Smykker/Fashion/Ure,,,,
O00206,online,Onlineauktion uge 18 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-05-02,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00207,online,Onlineauktion uge 18 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-05-03,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00208,online,Onlineauktion uge 18 2022 – Smykker/Fashion/Ure,2022-05-04,,Smykker/Fashion/Ure,,,,
O00209,online,Onlineauktion uge 19 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-05-09,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00210,online,Onlineauktion uge 19 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-05-10,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00211,online,Onlineauktion uge 19 2022 – Smykker/Fashion/Ure,2022-05-11,,Smykker/Fashion/Ure,,,,
O00212,online,Onlineauktion uge 20 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-05-16,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00213,online,Onlineauktion uge 20 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-05-17,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00214,online,Onlineauktion uge 20 2022 – Smykker/Fashion/Ure,2022-05-18,,Smykker/Fashion/Ure,,,,
O00215,online,Onlineauktion uge 21 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-05-23,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00216,online,Onlineauktion uge 21 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-05-24,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00217,online,Onlineauktion uge 21 2022 – Smykker/Fashion/Ure,2022-05-25,,Smykker/Fashion/Ure,,,,
L00303,live,Sommersauktion 2022 – Ældre Møbler/Ældre Kunst,2022-05-30,Sommer,Ældre Møbler/Ældre Kunst,E20222,Sommer 2022,110603,200
O00218,online,Onlineauktion uge 22 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-05-30,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00304,live,Sommersauktion 2022 – Varia/Moderne Design,2022-05-31,Sommer,Varia/Moderne Design,E20222,Sommer 2022,97038,200
O00219,online,Onlineauktion uge 22 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-05-31,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00305,live,Sommersauktion 2022 – Moderne Møbler/Moderne Kunst,2022-06-01,Sommer,Moderne Møbler/Moderne Kunst,E20222,Sommer 2022,59475,200
O00220,online,Onlineauktion uge 22 2022 – Smykker/Fashion/Ure,2022-06-01,,Smykker/Fashion/Ure,,,,
L00306,live,Sommersauktion 2022 – Smykker/Fashion/Ure,2022-06-02,Sommer,Smykker/Fashion/Ure,E20222,Sommer 2022,179469,200
O00221,online,Onlineauktion uge 23 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-06-06,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00222,online,Onlineauktion uge 23 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-06-07,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00223,online,Onlineauktion uge 23 2022 – Smykker/Fashion/Ure,2022-06-08,,Smykker/Fashion/Ure,,,,
O00224,online,Onlineauktion uge 24 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-06-13,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00225,online,Onlineauktion uge 24 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-06-14,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00226,online,Onlineauktion uge 24 2022 – Smykker/Fashion/Ure,2022-06-15,,Smykker/Fashion/Ure,,,,
O00227,online,Onlineauktion uge 25 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-06-20,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00228,online,Onlineauktion uge 25 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-06-21,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00229,online,Onlineauktion uge 25 2022 – Smykker/Fashion/Ure,2022-06-22,,Smykker/Fashion/Ure,,,,
O00230,online,Onlineauktion uge 26 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-06-27,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00231,online,Onlineauktion uge 26 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-06-28,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00232,online,Onlineauktion uge 26 2022 – Smykker/Fashion/Ure,2022-06-29,,Smykker/Fashion/Ure,,,,
O00233,online,Onlineauktion uge 27 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-07-04,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00234,online,Onlineauktion uge 27 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-07-05,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00235,online,Onlineauktion uge 27 2022 – Smykker/Fashion/Ure,2022-07-06,,Smykker/Fashion/Ure,,,,
O00236,online,Onlineauktion uge 31 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-08-01,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00237,online,Onlineauktion uge 31 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-08-02,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00238,online,Onlineauktion uge 31 2022 – Smykker/Fashion/Ure,2022-08-03,,Smykker/Fashion/Ure,,,,
O00239,online,Onlineauktion uge 32 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-08-08,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00240,online,Onlineauktion uge 32 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-08-09,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00241,online,Onlineauktion uge 32 2022 – Smykker/Fashion/Ure,2022-08-10,,Smykker/Fashion/Ure,,,,
O00242,online,Onlineauktion uge 33 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-08-15,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00243,online,Onlineauktion uge 33 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-08-16,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00244,online,Onlineauktion uge 33 2022 – Smykker/Fashion/Ure,2022-08-17,,Smykker/Fashion/Ure,,,,
O00245,online,Onlineauktion uge 34 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-08-22,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00246,online,Onlineauktion uge 34 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-08-23,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00247,online,Onlineauktion uge 34 2022 – Smykker/Fashion/Ure,2022-08-24,,Smykker/Fashion/Ure,,,,
O00248,online,Onlineauktion uge 35 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-08-29,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00249,online,Onlineauktion uge 35 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-08-30,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00250,online,Onlineauktion uge 35 2022 – Smykker/Fashion/Ure,2022-08-31,,Smykker/Fashion/Ure,,,,
O00251,online,Onlineauktion uge 36 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-09-05,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00252,online,Onlineauktion uge 36 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-09-06,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00253,online,Onlineauktion uge 36 2022 – Smykker/Fashion/Ure,2022-09-07,,Smykker/Fashion/Ure,,,,
L00307,live,Efterårsauktion 2022 – Ældre Møbler/Ældre Kunst,2022-09-12,Efterår,Ældre Møbler/Ældre Kunst,E20223,Efterår 2022,121930,200
O00254,online,Onlineauktion uge 37 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-09-12,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00308,live,Efterårsauktion 2022 – Varia/Moderne Design,2022-09-13,Efterår,Varia/Moderne Design,E20223,Efterår 2022,112078,200
O00255,online,Onlineauktion uge 37 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-09-13,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00309,live,Efterårsauktion 2022 – Moderne Møbler/Moderne Kunst,2022-09-14,Efterår,Moderne Møbler/Moderne Kunst,E20223,Efterår 2022,91140,200
O00256,online,Onlineauktion uge 37 2022 – Smykker/Fashion/Ure,2022-09-14,,Smykker/Fashion/Ure,,,,
L00310,live,Efterårsauktion 2022 – Smykker/Fashion/Ure,2022-09-15,Efterår,Smykker/Fashion/Ure,E20223,Efterår 2022,204449,200
O00257,online,Onlineauktion uge 38 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-09-19,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00258,online,Onlineauktion uge 38 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-09-20,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00259,online,Onlineauktion uge 38 2022 – Smykker/Fashion/Ure,2022-09-21,,Smykker/Fashion/Ure,,,,
O00260,online,Onlineauktion uge 39 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-09-26,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00261,online,Onlineauktion uge 39 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-09-27,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00262,online,Onlineauktion uge 39 2022 – Smykker/Fashion/Ure,2022-09-28,,Smykker/Fashion/Ure,,,,
O00263,online,Onlineauktion uge 40 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-10-03,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00264,online,Onlineauktion uge 40 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-10-04,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00265,online,Onlineauktion uge 40 2022 – Smykker/Fashion/Ure,2022-10-05,,Smykker/Fashion/Ure,,,,
O00266,online,Onlineauktion uge 41 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-10-10,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00267,online,Onlineauktion uge 41 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-10-11,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00268,online,Onlineauktion uge 41 2022 – Smykker/Fashion/Ure,2022-10-12,,Smykker/Fashion/Ure,,,,
O00269,online,Onlineauktion uge 42 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-10-17,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00270,online,Onlineauktion uge 42 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-10-18,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00271,online,Onlineauktion uge 42 2022 – Smykker/Fashion/Ure,2022-10-19,,Smykker/Fashion/Ure,,,,
O00272,online,Onlineauktion uge 43 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-10-24,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00273,online,Onlineauktion uge 43 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-10-25,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00274,online,Onlineauktion uge 43 2022 – Smykker/Fashion/Ure,2022-10-26,,Smykker/Fashion/Ure,,,,
O00275,online,Onlineauktion uge 44 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-10-31,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00276,online,Onlineauktion uge 44 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-11-01,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00277,online,Onlineauktion uge 44 2022 – Smykker/Fashion/Ure,2022-11-02,,Smykker/Fashion/Ure,,,,
O00278,online,Onlineauktion uge 45 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-11-07,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00279,online,Onlineauktion uge 45 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-11-08,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00280,online,Onlineauktion uge 45 2022 – Smykker/Fashion/Ure,2022-11-09,,Smykker/Fashion/Ure,,,,
O00281,online,Onlineauktion uge 46 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-11-14,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00282,online,Onlineauktion uge 46 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-11-15,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00283,online,Onlineauktion uge 46 2022 – Smykker/Fashion/Ure,2022-11-16,,Smykker/Fashion/Ure,,,,
L00311,live,Vintersauktion 2022 – Ældre Møbler/Ældre Kunst,2022-11-21,Vinter,Ældre Møbler/Ældre Kunst,E20224,Vinter 2022,118454,200
O00284,online,Onlineauktion uge 47 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-11-21,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00312,live,Vintersauktion 2022 – Varia/Moderne Design,2022-11-22,Vinter,Varia/Moderne Design,E20224,Vinter 2022,103004,200
O00285,online,Onlineauktion uge 47 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-11-22,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00313,live,Vintersauktion 2022 – Moderne Møbler/Moderne Kunst,2022-11-23,Vinter,Moderne Møbler/Moderne Kunst,E20224,Vinter 2022,60772,200
O00286,online,Onlineauktion uge 47 2022 – Smykker/Fashion/Ure,2022-11-23,,Smykker/Fashion/Ure,,,,
L00314,live,Vintersauktion 2022 – Smykker/Fashion/Ure,2022-11-24,Vinter,Smykker/Fashion/Ure,E20224,Vinter 2022,161716,200
O00287,online,Onlineauktion uge 48 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-11-28,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00288,online,Onlineauktion uge 48 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-11-29,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00289,online,Onlineauktion uge 48 2022 – Smykker/Fashion/Ure,2022-11-30,,Smykker/Fashion/Ure,,,,
O00290,online,Onlineauktion uge 49 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-12-05,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00291,online,Onlineauktion uge 49 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-12-06,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00292,online,Onlineauktion uge 49 2022 – Smykker/Fashion/Ure,2022-12-07,,Smykker/Fashion/Ure,,,,
O00293,online,Onlineauktion uge 50 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-12-12,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00294,online,Onlineauktion uge 50 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-12-13,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00295,online,Onlineauktion uge 50 2022 – Smykker/Fashion/Ure,2022-12-14,,Smykker/Fashion/Ure,,,,
O00296,online,Onlineauktion uge 51 2022 – Ældre Kunst/Ældre Møbler/Varia,2022-12-19,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00297,online,Onlineauktion uge 51 2022 – Moderne Kunst/Moderne Møbler/Moderne Design,2022-12-20,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00298,online,Onlineauktion uge 51 2022 – Smykker/Fashion/Ure,2022-12-21,,Smykker/Fashion/Ure,,,,
O00315,online,Onlineauktion uge 2 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-01-09,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00316,online,Onlineauktion uge 2 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-01-10,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00317,online,Onlineauktion uge 2 2023 – Smykker/Fashion/Ure,2023-01-11,,Smykker/Fashion/Ure,,,,
O00318,online,Onlineauktion uge 3 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-01-16,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00319,online,Onlineauktion uge 3 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-01-17,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00320,online,Onlineauktion uge 3 2023 – Smykker/Fashion/Ure,2023-01-18,,Smykker/Fashion/Ure,,,,
O00321,online,Onlineauktion uge 4 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-01-23,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00322,online,Onlineauktion uge 4 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-01-24,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00323,online,Onlineauktion uge 4 2023 – Smykker/Fashion/Ure,2023-01-25,,Smykker/Fashion/Ure,,,,
O00324,online,Onlineauktion uge 5 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-01-30,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00325,online,Onlineauktion uge 5 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-01-31,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00326,online,Onlineauktion uge 5 2023 – Smykker/Fashion/Ure,2023-02-01,,Smykker/Fashion/Ure,,,,
O00327,online,Onlineauktion uge 6 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-02-06,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00328,online,Onlineauktion uge 6 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-02-07,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00329,online,Onlineauktion uge 6 2023 – Smykker/Fashion/Ure,2023-02-08,,Smykker/Fashion/Ure,,,,
O00330,online,Onlineauktion uge 7 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-02-13,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00331,online,Onlineauktion uge 7 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-02-14,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00332,online,Onlineauktion uge 7 2023 – Smykker/Fashion/Ure,2023-02-15,,Smykker/Fashion/Ure,,,,
O00333,online,Onlineauktion uge 8 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-02-20,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00334,online,Onlineauktion uge 8 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-02-21,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00335,online,Onlineauktion uge 8 2023 – Smykker/Fashion/Ure,2023-02-22,,Smykker/Fashion/Ure,,,,
O00336,online,Onlineauktion uge 9 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-02-27,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00337,online,Onlineauktion uge 9 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-02-28,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00338,online,Onlineauktion uge 9 2023 – Smykker/Fashion/Ure,2023-03-01,,Smykker/Fashion/Ure,,,,
L00456,live,Forårsauktion 2023 – Ældre Møbler/Ældre Kunst,2023-03-06,Forår,Ældre Møbler/Ældre Kunst,E20231,Forår 2023,146998,200
O00339,online,Onlineauktion uge 10 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-03-06,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00457,live,Forårsauktion 2023 – Varia/Moderne Design,2023-03-07,Forår,Varia/Moderne Design,E20231,Forår 2023,106907,200
O00340,online,Onlineauktion uge 10 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-03-07,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00458,live,Forårsauktion 2023 – Moderne Møbler/Moderne Kunst,2023-03-08,Forår,Moderne Møbler/Moderne Kunst,E20231,Forår 2023,69247,200
O00341,online,Onlineauktion uge 10 2023 – Smykker/Fashion/Ure,2023-03-08,,Smykker/Fashion/Ure,,,,
L00459,live,Forårsauktion 2023 – Smykker/Fashion/Ure,2023-03-09,Forår,Smykker/Fashion/Ure,E20231,Forår 2023,221104,200
O00342,online,Onlineauktion uge 11 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-03-13,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00343,online,Onlineauktion uge 11 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-03-14,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00344,online,Onlineauktion uge 11 2023 – Smykker/Fashion/Ure,2023-03-15,,Smykker/Fashion/Ure,,,,
O00345,online,Onlineauktion uge 12 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-03-20,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00346,online,Onlineauktion uge 12 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-03-21,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00347,online,Onlineauktion uge 12 2023 – Smykker/Fashion/Ure,2023-03-22,,Smykker/Fashion/Ure,,,,
O00348,online,Onlineauktion uge 13 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-03-27,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00349,online,Onlineauktion uge 13 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-03-28,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00350,online,Onlineauktion uge 13 2023 – Smykker/Fashion/Ure,2023-03-29,,Smykker/Fashion/Ure,,,,
O00351,online,Onlineauktion uge 14 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-04-03,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00352,online,Onlineauktion uge 14 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-04-04,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00353,online,Onlineauktion uge 14 2023 – Smykker/Fashion/Ure,2023-04-05,,Smykker/Fashion/Ure,,,,
O00354,online,Onlineauktion uge 15 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-04-10,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00355,online,Onlineauktion uge 15 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-04-11,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00356,online,Onlineauktion uge 15 2023 – Smykker/Fashion/Ure,2023-04-12,,Smykker/Fashion/Ure,,,,
O00357,online,Onlineauktion uge 16 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-04-17,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00358,online,Onlineauktion uge 16 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-04-18,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00359,online,Onlineauktion uge 16 2023 – Smykker/Fashion/Ure,2023-04-19,,Smykker/Fashion/Ure,,,,
O00360,online,Onlineauktion uge 17 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-04-24,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00361,online,Onlineauktion uge 17 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-04-25,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00362,online,Onlineauktion uge 17 2023 – Smykker/Fashion/Ure,2023-04-26,,Smykker/Fashion/Ure,,,,
O00363,online,Onlineauktion uge 18 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-05-01,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00364,online,Onlineauktion uge 18 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-05-02,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00365,online,Onlineauktion uge 18 2023 – Smykker/Fashion/Ure,2023-05-03,,Smykker/Fashion/Ure,,,,
O00366,online,Onlineauktion uge 19 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-05-08,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00367,online,Onlineauktion uge 19 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-05-09,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
